item,name,positionItem,position,startDate,endDate,source,sourceDate,gender,psid
Q108782689,Djoubaye Abazene,Q112063574,Ministre du Transport et de l’aviation civile,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,male,Q108782689-E0D5F877-EF22-46C5-8375-0784D4595627
Q112062386,Aristide Sokambi,Q112062151,Ministre de l’Administration du territoire,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112062386-20205B72-B47D-462E-99F1-CA667ADB67A9
Q112062422,Maurice Yondo,Q112074685,Ministre des PME et climat des affaires,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112062422-F2E4C87B-6171-4B10-A7CE-3C8F943BD6A2
Q112066080,Marcel Loudegue,Q112062142,Ministre de l’Education et de l’enseignement supérieur,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112066080-6E133378-A24D-47FF-91D5-48B08169A10F
Q112077045,Amalas Amias,Q112062133,Ministre du Commerce,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077045-E0AD60D8-726E-48FD-89CD-117AC6CB7EC2
Q112077096,Djono Ahaba,Q112077097,Ministre d’État des mines et de l’hydraulique chargé du pétrole,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077096-5CFA0854-6730-4880-AA29-A9931DA18FB8
Q112077099,Honoré Ndouba,Q112077100,"Ministre délégué à l’Urbanisme, chargé de la reforme foncière",2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077099-714F32FA-2FFF-4F80-B1B1-EE959F26F767
Q112077105,Joseph Bendounga,Q112077106,"Ministre délégué au développement rural, chargé de l’élevage",2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077105-C12C69B4-0348-489B-B8CA-73C83B5989A9
Q112077108,Marie-Madeleine Moussa Yadouma,Q112062127,Ministre des Affaires sociales,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077108-B80E511B-C11D-43D4-B37E-32A790921245
Q112077109,Marie-Madeleine Nkouet,Q112074989,Ministre du Logement et de l’habitat,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077109-28B51482-7113-42FE-98D8-40B2A660AC39
Q112077112,Paul Doko,Q112074347,"Ministre délégué aux eaux et forêts, chargé de l’environnement et de l’écologie",2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077112-92D84A15-26A8-4209-8FEE-231AE540EEE2
Q112077116,Sabin Kpokolo,Q112062107,Ministre de la Fonction publique,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077116-AF9AAC22-EE15-4979-B687-C7AA2BC89B86
Q112077209,Resigala Ramadan,Q112077210,Ministre de l’Urbanisme,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077209-7DFC9A3D-1E59-4D88-879B-F7D801FD8FB7
Q112077213,Parfait Kongo,Q112077214,Ministre délégué à la Régionalisation,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077213-2DC01502-3653-4887-BE26-0192D49C644D
Q112077215,Noureddine Adam,Q112077216,Ministre d’État chargé de la Sécurité Publique,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077215-749E8ECD-E06C-422B-8CC2-9BFDA15D66E1
Q112077217,Mohamed Daffhane,Q112072710,Ministre d’État des eaux et forêts,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077217-68E7D92B-CEA4-403A-855B-59B1E9F81C49
Q112077224,Mbremaidou Christophe,Q112074936,Ministre délégué chargé des pôles de développement,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077224-E2CBE333-9CAA-43B2-B1F9-3916EDF8B20C
Q112077229,Mahamat Yacoub,Q112062152,Ministre du Tourisme,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077229-37B2DFF7-8F4C-4727-9F45-B42B2B13AF9E
Q112077231,Jérémie Tchimanguere,Q112073768,Ministre du Développement rural,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077231-B286B216-26CE-410E-8206-2A599A93FEE9
Q112077234,Hissène Abdoulaye,Q112062160,Ministre de la Jeunesse et des sports,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077234-A4089F4B-D0F4-4C20-A811-EFEB4FC47D97
Q112077235,Georges Bozanga,Q112062128,Ministre des Finances et du budget,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077235-118CDD76-57D9-4C85-B4A0-0A97E0383E0D
Q112077240,Claude Lenga,Q112065515,"Ministre délégué à l’Éducation nationale, chargé de l’Enseignement fondamentale",2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077240-0D06000B-38CB-4932-9BF4-F6FC83CC79C4
Q112077243,Bounandele Koumba,Q112065110,"Ministre délégué à l’Économie, au plan",2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077243-927AC0ED-BD6B-49A2-A418-54E11A2C07FB
Q112077244,Bertrand Mamour,Q112077047,Ministre délégué à la Défense chargé du DDR,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077244-30712D0A-74EF-4DFE-9FDF-193A4B2E52A5
Q112077245,Arsène Sendé,Q112062139,Ministre de la Justice,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077245-9D4653DA-7AAE-4A79-8689-F5850437A963
Q112077251,Anne-Victoire Yakoussoube,Q112065202,Ministre délégué aux Affaires étrangères,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077251-12D1BA00-DD4D-4C3F-844E-A9C6D8F7E5EF
Q112077260,Ahamat Arol Déa,Q112066081,Ministre chargé du Secrétariat général du gouvernement,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077260-4642FE36-1A5C-417A-8594-77F6FCED5B4B
Q112077269,Aguide Soubouk,Q112062130,"Ministre de la Sante, Population et Sida",2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077269-D57C0707-F341-46B4-806E-F863E87686C7
Q112077283,Abdalla Kadr,Q112077210,Ministre du Plan,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,,Q112077283-6E726857-5A9A-4E60-B6A7-05E1D5D836D9
Q11855176,Charle Doubane,Q18204366,Ministre des Affaires étrangères,2013-03-31,2013-06,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,male,Q11855176-5138b5aa-490d-9a4c-b73f-5c263557fb71
Q17318626,Christophe Gazam Betty,Q112062113,Ministre d’État chargé de la Communication,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,male,Q17318626-A64071CF-E2D6-4034-9AFF-40BE382AF8D2
Q20899144,Crépin Mboli-Goumba,Q112074281,"Ministre d’État à l’Équipement, porte-parole du gouvernement",2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,male,Q20899144-2B043BEB-E44B-4758-B1A1-A47AC58160A3
Q5715652,Henri Pouzère,Q112062144,Ministre des Postes et télécommunications,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,male,Q5715652-5A6990B6-01F9-4B1A-8DC2-D33CD80B9AE4
Q8202995,Michel Djotodia,Q112062115,Ministre de la Défense nationale,2013-03-31,2013-06-12,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,male,Q8202995-FFE81AD0-2BE8-430E-BF3A-48B708EE1B3F
Q3277446,Nicolas Tiangaye,Q16773091,"Premier ministre, Ministre des finances et du budget",2013-02-03,2014-01-10,https://fr.wikipedia.org/wiki/Gouvernement_Tiangaye_II,2022-05-20,male,q3277446-54373240-477a-17f6-94e8-d8f13c0d98eb
