item,name,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q112115249,ABAKAR Mahamat,,,,,2016-05-06,2021-03-23,,Q112115249-93CEE3F6-04D8-4783-B166-2C99AC228357
Q112115170,AGOU Augustin,,,,,2016-05-06,2021-03-23,,Q112115170-A41CA6B9-3E8D-4914-926A-423765C59E47
Q112115223,AKOVOULOU Lambert,,,,,2016-05-06,2021-03-23,,Q112115223-CD9E3416-1083-49DE-AFEE-E493F9A6C37C
Q112115219,ALOUROU Laurent,,,,,2016-05-06,2021-03-23,,Q112115219-F553BAD8-A376-44AA-AB7B-58958A6308D1
Q112115188,AMASSEKA Amadou Aubin,,,,,2016-05-06,2021-03-23,,Q112115188-F1B4C512-112E-4965-9A48-598FD40621CF
Q112115196,ANDIBA Daguerre,,,,,2016-05-06,2021-03-23,,Q112115196-5CBB6840-1CC1-4508-B5DF-59467C548788
Q112115226,ANGORO Martin,,,,,2016-05-06,2021-03-23,,Q112115226-8B2EB7E2-895A-4A28-B6BE-765119C3F57D
Q112115208,BANABONA ONOUGUELE Barthélémy,,,,,2016-05-06,2021-03-23,,Q112115208-07172D10-CEC6-4F84-BDDB-BE74A1D90AB8
Q112115241,BANGUE BETAGAÏ Rolland Achille,,,,,2016-05-06,2021-03-23,,Q112115241-819EFCF8-FE6C-4D4D-B677-4AF0227DD6FD
Q112080310,BEA Bertin,,,,,2016-05-06,2021-03-23,male,Q112080310-A00F69F7-74A0-4EED-918E-04C07D7A7F9B
Q112115195,BEA Nadia,,,,,2016-05-06,2021-03-23,,Q112115195-11F8036E-EF33-431F-BE09-3B0ED6B8FA5B
Q112115259,BENGBA Timothée,,,,,2016-05-06,2021-03-23,,Q112115259-E50E2C65-04A9-45B0-B8C3-38DC747A4B67
Q112115203,BENINGA DE NGAKOUTOU Gervil Jean,,,,,2016-05-06,2021-03-23,,Q112115203-E63B7D80-87E0-426B-A63C-2A0CE0B7331D
Q112115251,BINDALA KUNDRO Anselme,,,,,2016-05-06,2021-03-23,,Q112115251-7C2EF24C-EBB1-44EC-AE9E-A1317F23D780
Q112115204,BONDJO Maxime,,,,,2016-05-06,2021-03-23,,Q112115204-A8A0F74B-EBD7-4500-BBF5-9DCDC9673976
Q112115225,BOUNGUEZE Martin,,,,,2016-05-06,2021-03-23,,Q112115225-0BED3BBF-58BC-4322-A083-0588F38A843C
Q112084628,CHENGABA Rossni Dekalve,,,,,2016-05-06,2021-03-23,,Q112084628-5E0D1168-0C7A-4BDC-AD66-90E2100E32B5
Q112115261,DALOUWAMBOLI Martin,,,,,2016-05-06,2021-03-23,,Q112115261-6B88347A-DF1C-4033-950A-3850A47425FF
Q112115230,DEGOU SOBEAT Joël,,,,,2016-05-06,2021-03-23,,Q112115230-6B495629-FA2E-4B86-AB2C-B44DE2B44E3C
Q112115194,DELORO Marc,,,,,2016-05-06,2021-03-23,,Q112115194-65FB3026-A587-4190-A08D-F6D017DA266E
Q112084683,DILLAH Bernard,,,,,2016-05-06,2021-03-23,,Q112084683-9FC302CE-7428-4CE1-81C0-C1BE40518131
Q112115257,DIMBELET NAKOE Mathurin,,,,,2016-05-06,2021-03-23,,Q112115257-A6A9C2BC-ACA1-4A81-8937-D411E65D5C98
Q546278,DOLOGUELE Anicet Georges,,,,,2016-05-06,2021-03-23,male,Q546278-32026BB8-C0FC-4EFE-B341-62BB5212ED69
Q112084694,DONON Jonas,,,,,2016-05-06,2021-03-23,,Q112084694-A28F25E4-84C9-4337-9486-FE84B3B355B9
