item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q318433,Abel Goumba,Q2274551,FPP,,,1999-10-01,2003-03-15,male,Q318433-AA0D79FD-8959-4624-874A-1BDD1A06D7B0
Q112066063,Abraham Espère Langou,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112066063-3033F6AB-D9E6-4384-A9B5-ECB29347953E
Q112892231,Alain Albert Andjigbo Djanga,Q2274551,FPP,,,1999-10-01,2003-03-15,,Q112892231-2241AD39-9AEC-4CAC-B4A7-DA82B17D9D3F
Q112892232,Albert Mberio,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892232-9D535624-49B0-4D9F-8D37-954D442A4C6A
Q112892233,Albert Ndebouli,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892233-4B90DAE7-822C-434F-8803-47D1ECEEB312
Q112892234,Albert Simplice Ganikpio,Q4732361,ADP,,,1999-10-01,2003-03-15,,Q112892234-4F328BCF-79F6-4CFD-AB18-DF420828D0C5
Q112892235,Alphonse Malendele Laguere,Q7550550,PSD,,,1999-10-01,2003-03-15,,Q112892235-C842C85A-D3D2-4DF8-93FD-9CC8E99D4988
Q112892236,Alphonsine Yangongo Boganda,Q15984948,MDD,,,1999-10-01,2003-03-15,,Q112892236-B30A64F4-473F-4751-B87D-C93E526DD2DF
Q112892237,André Janvier Ngboukouzou,Q1582199,RDC,,,1999-10-01,2003-03-15,,Q112892237-A91C9947-36C4-48C5-8880-3D30F8FF757B
Q112892238,André Nderegandji,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892238-69873004-C657-450B-B164-110BA685DA46
Q112892239,Anne Marie Moningue,Q15984948,MDD,,,1999-10-01,2003-03-15,,Q112892239-DEEB9773-9374-4CFA-BCD6-3B072B40A2E2
Q112892240,Antoine Biloko,Q2274551,FPP,,,1999-10-01,2003-03-15,,Q112892240-6A34F959-6715-4592-A1B8-2ED57B50399B
Q112890843,Barthélémy Boua,Q327591,SÉ,,,1999-10-01,2003-03-15,,Q112890843-D2C51219-89FB-4016-BF1F-A7C9FB53CBD4
Q112892241,Baïkoumbou Maguelet Poutya,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892241-8A10E30A-25F2-4DD4-88B9-96AFCEEAD09C
Q112892242,Bhé Dogo Nendji,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892242-34635FE5-F6BE-471B-9CF6-769178A24BDA
Q112084616,Brice Molomadon,Q15984948,MDD,,,1999-10-01,2003-03-15,,Q112084616-B274F422-951F-43DF-8104-AB746EF57640
Q11855176,Charles Armel Doubane,Q4732361,ADP,,,1999-10-01,2003-03-15,male,Q11855176-D477BBED-C2B6-4AAA-BBAF-E3CCC5E10FA9
Q1065479,Charles Massi,Q3078639,FODEM,,,1999-10-01,2003-03-15,male,Q1065479-AC859224-3F3F-42B8-8934-B23D884EEE22
Q112892243,Daniel Langandji,Q1582199,RDC,,,1999-10-01,2003-03-15,,Q112892243-98481E78-8E10-4D2B-B287-49460E252400
Q112892244,Daniel Otokpio,Q20982143,UPR,,,1999-10-01,2003-03-15,,Q112892244-04DD1179-64D0-426B-9DC3-7A677072B366
Q112892245,David Gobolo,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892245-38AF607A-CFD6-4759-8CDC-83E6676A57CF
Q112892246,David Guitouka,Q1582199,RDC,,,1999-10-01,2003-03-15,,Q112892246-24B3B47D-1BE2-4B09-BA19-DCC5233243D6
Q112892247,David Yaka,Q1582199,RDC,,,1999-10-01,2003-03-15,,Q112892247-A2CBE8E4-7F85-4D06-ABEC-1B8B2646FDEC
Q112892248,Dieudonné Gomitoua,Q20982130,PLD,,,1999-10-01,2003-03-15,,Q112892248-C8B316AE-C47D-4449-8656-24E1D318B06B
Q112892249,Dieudonné Koudoufara,Q7550550,PSD,,,1999-10-01,2003-03-15,,Q112892249-DB359947-6B04-4E5D-93DD-8F34FA4D34E0
Q15713200,Désiré Kolingba,Q1582199,RDC,,,1999-10-01,2003-03-15,male,Q15713200-B4E5B04B-4499-412F-B507-C4E8ADA18924
Q112892250,Emmanuel Dombia Dobele,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892250-F15BC0BE-C3B0-4911-8F50-05FF2D16D73F
Q112062396,Eric Sorongope,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112062396-60E4B46B-30D1-4217-993F-CFEE51DA3C82
Q112892251,Etienne Moussa Ndoa,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892251-6514E7DF-9BD4-4BFD-86E8-50B036EED37D
Q112892252,Faustin Montsoki,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892252-AFB4C757-EEB7-46C1-9D8D-2151C5F8F56F
Q112892253,Fidèle Gbanga,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892253-4A547890-D327-4B5B-9455-7981CB469F77
Q112892254,Fidèle Soussou,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892254-3632BA16-AD94-4AA4-943F-B86902CB2354
Q112892255,Félix Orokas,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892255-53F071AF-A037-4DFB-9D0C-17A3CB38423E
Q112892256,Gabriel Dotte Badekara,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892256-3B460971-7EF7-4D34-80C8-E09D71376BA9
Q112892257,Gaston Laninga Bastos,Q7550550,PSD,,,1999-10-01,2003-03-15,,Q112892257-E31611C6-BB55-474A-B2F1-248CDEDD0B8B
Q112892258,Gilbert Kolissio,Q4732361,ADP,,,1999-10-01,2003-03-15,,Q112892258-F88A0411-FAF8-4DF9-85FC-41BF33F4DB0C
Q112892259,Guy Ningata,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892259-9717A5C7-327D-48AF-8567-DB22F17BFD00
Q112892260,Guy-Jean Ouilibona Zoufouk,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892260-DA4D33D5-FECF-4527-9384-196A5FB4D442
Q5715652,Henri Pouzere,Q327591,SÉ,,,1999-10-01,2003-03-15,male,Q5715652-F2E08DE9-7E99-4B45-B2EA-075E363A73EE
Q112892261,Hilaire Sebale,Q327591,SÉ,,,1999-10-01,2003-03-15,,Q112892261-D75088D6-11AA-4DA2-AA5E-0EA7F0E00366
Q112892262,Hubert Ndomphori Nakombo,Q1582199,RDC,,,1999-10-01,2003-03-15,,Q112892262-C95BEEC7-8CC5-41CE-97D5-C82ED7E165D4
Q106428926,Jacob Gbeti,Q1582199,RDC,Q23013143,Satéma,1999-01-01,2003-03-15,male,Q106428926-2d5f63da-4f21-2b6c-f371-5b59e639b821
Q112892263,Jacques Yembe,Q15984948,MDD,,,1999-10-01,2003-03-15,,Q112892263-B8EBF3A3-A9E8-4057-86FC-25950435765B
Q112062407,Jacquesson Mazette,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112062407-783045BD-E538-4FA3-A8D6-9C0F33200FDC
Q112892264,Jean Baketo,Q6979204,PUN,,,1999-10-01,2003-03-15,,Q112892264-8C79ED3E-A1F8-4726-8648-62A509256488
Q112890876,Jean Bouguinza,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112890876-71CF6460-0B84-454D-9548-4134D2BACA10
Q112892265,Jean Claude Aubertel,Q1582199,RDC,,,1999-10-01,2003-03-15,,Q112892265-148D5FBA-3610-4737-97CC-5130C73448CA
Q112892266,Jean Marc Meiganga,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892266-6ECA262C-D34E-403F-B00E-32F923BDE908
Q6169634,Jean Marie Mokole,Q15984948,MDD,,,1999-10-01,2003-03-15,male,Q6169634-FCEA2B90-6B89-4176-BC06-00F3CFAC0A93
Q112065543,Jean Michel Mandaba,Q3326601,MLPC,,,1999-10-01,2003-03-15,male,Q112065543-A5C670EF-A6C0-477F-8E27-593287176A5E
Q112892267,Jean Michel Zouhougou,Q6979204,PUN,,,1999-10-01,2003-03-15,,Q112892267-4B5BFBC5-755E-4569-AE10-7C369EFB8EDC
Q58276,Jean Paul Ngoupandé,Q6979204,PUN,,,1999-10-01,2003-03-15,male,Q58276-D9EAF6B6-A395-452F-B5B2-C74B867455C3
Q112892268,Jean Pierre Félix Gassicard,Q1582199,RDC,,,1999-10-01,2003-03-15,,Q112892268-2CFB7E52-C57D-4D37-9759-17539E9F7FF9
Q112892269,Jean Sayo,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112892269-30F7E749-972D-45A7-B2B6-E105D6CA2372
Q112074331,Jean Serge Wafio,Q3326601,MLPC,,,1999-10-01,2003-03-15,,Q112074331-503B4AA0-97F7-4BA1-ADC4-1517B9E451EE
Q112892270,Joachim Goyango,Q3078639,FODEM,,,1999-10-01,2003-03-15,,Q112892270-24AD32DC-914C-4157-9611-4DFDBD3C3FE2
